siret,activitePrincipaleEtablissement,etatAdministratifEtablissement,adresse
21310555402716,85.10Z,A,7 RUE FERDINAND DE LESSEPS TOULOUSE 31100
21630276000030,85.10Z,A,PONT DE DORE PESCHADOIRES 63920
25640140700018,84.12Z,A,AHAXE-ALCIETTE-BASCASSAN 64220 MAIRIE
24010089100078,91.03Z,A,35 RUE DE LA POSTE (CHATILLON-EN-MICHAILLE) VALSERHONE 01200
21330413200029,85.20Z,A,8 ROUTE DE LIBOURNE SAINT-GERMAIN-DU-PUCH 33750
21680224901060,84.12Z,A,25 AVENUE DU PRESIDENT KENNEDY MULHOUSE 68200 25-29
21260063900026,55.30Z,A,LE JALINIER BUIS-LES-BARONNIES 26170
21160346900019,84.11Z,A,SAINT-QUENTIN-DE-CHALAIS 16210
03900677000018,81.10Z,A,79 RUE FONDARY PARIS 75015
26540070500041,88.99B,A,3 RUE DU GENERAL LECLERC DAMELEVIERES 54360 MAIRIE
21890480300010,84.11Z,A,12 RUE DU GENERAL DE GAULLE VINNEUF 89140
03924332400017,81.10Z,A,14 RUE VAUVENARGUES PARIS 75018
20004038400048,84.12Z,A,4 RUE DU MARECHAL JOFFRE MONTPON-MENESTEROL 24700
21430108700018,84.11Z,A,26 RUE DE LA COLONIE JULLIANGES 43500 LE BOURG
21232702700018,84.11Z,A,LE BOURG SAINT-PIERRE-BELLEVUE 23460 MAIRIE
30189488700027,08.12Z,A,LA MICHELLERIE LES VILLAGES VOVEENS 28150 PRASVILLE
20004217400090,84.11Z,A,ESPLANADE DU PERISTYLE LORIENT 56100 MAISON DE L'AGGLOMERATION
21530028600030,85.20Z,A,27 RUE DU MUGUET BELGEARD 53440
18130008800141,55.90Z,A,7 RUE DE MADAGASCAR MARSEILLE 13006
21880165200015,84.11Z,A,RUE DU VIVIER ETIVAL-CLAIREFONTAINE 88480
21680220700011,84.11Z,A,MAIRIE MUESPACH 68640
29400216700012,42.99Z,A,MAIRIE SAINT-MICHEL-ESCALUS 40550
30005667800026,88.10C,A,RUE DU BOIS TROARN 14670
21760114500188,85.10Z,A,2 RUE HENRI FLEURY BOLBEC 76210
30200047600069,52.10B,A,ROUTE DE CLAMECY DORNECY 58530
21630332100022,85.20Z,A,3 ROUTE DE LA MAIRIE SAINT-CLEMENT-DE-REGNAT 63310
21971101700174,85.10Z,A,ZONE DOTHEMARE - BLVD ZAMI LES ABYMES 97139
21930029000463,86.22C,A,RUE DES BOIS DE GROSLAY DRANCY 93700
03904242900017,81.10Z,A,10 RUE DES COLONELS RENARD PARIS 75017
21310542200017,84.11Z,A,16 RUE DU VILLAGE SEILHAN 31510
21890267400025,85.20Z,A,41 GRANDE RUE MONTREAL 89420
19771912300014,85.31Z,A,RUE DE LA RAPERIE OISSERY 77178
21170466300023,85.20Z,A,11 RUE DE LA VERRERIE VERINES 17540
20009874700013,35.30Z,A,2 PLACE GEORGES CLEMENCEAU OLORON-SAINTE-MARIE 64400 HOTEL DE VILLE
20005410400126,68.20B,A,LE BOURG VAL D'ARCOMIE 15320 MAIRIE
21320181700011,84.11Z,A,LAGUIAN-MAZOUS 32170
30037654800016,91.03Z,A,RUE DE VERDUN LES SABLES D'OLONNE 85100
21040034700022,85.20Z,A,ROUTE DE FORCALQUIER LA BRILLANNE 04700
30228025000069,68.20B,A,57 BOULEVARD JULES VERGER DINARD 35800
21440109300684,85.10Z,A,19 RUE EUGENE THOMAS NANTES 44300
03902907900017,81.10Z,A,18 RUE DE PANAMA PARIS 75018
21710040300039,85.10Z,A,RUE RENE CASSIN BLANZY 71450 QUARTIER NORD
24201005600073,84.11Z,A,18 RUE ANTOINE SOLLACARO AJACCIO 20090 IMMEUBLE ALBAN-BAT G ET H
21570053500010,84.11Z,A,6 RUE DU CHATEAU BASSING 57260
21310555401668,85.20Z,A,15 CHEMIN DE L'EGLISE MONTAUDRAN TOULOUSE 31400
21060088800114,85.20Z,A,35 AVENUE AUBER NICE 06000
03915482800014,81.10Z,A,8 PLACE DU MARECHAL LECLERC LA CELLE-SAINT-CLOUD 78170 CYR L ECOLE REP PAR
29390177300011,42.99Z,A,MAIRIE HAUTEROCHE 39210
21700094200037,36.00Z,A,RUE DES ECOLES BREUCHOTTE 70280 MAIRIE
30260750200143,73.11Z,A,4 AVENUE D'AMAZONIE LES ULIS 91940
21350115800397,42.99Z,A,2 RUE PORTE SAINT-LEONARD FOUGERES 35300
21630150700028,85.20Z,A,RUE DES ECOLES ENVAL 63530
17590131300031,87.90A,A,34 RUE DE GUISNES TOURCOING 59200
20006326100065,84.11Z,A,LE BOURG JUVIGNY LES VALLEES 50520
04184112300015,81.10Z,A,4 RUE DES DOMELIERS COMPIEGNE 60200 AGENCE DE LA POSTE
21930073800172,85.10Z,A,ALLEE BULLANT TREMBLAY-EN-FRANCE 93290
20006948200103,68.20B,A,1050 AVENUE FRANCOIS MITTERRAND AVESNES-LE-COMTE 62810
21510362300033,85.20Z,A,RUE DU 11 NOVEMBRE 1918 MOURMELON-LE-PETIT 51400
21780335200079,85.10Z,A,RUE PAULINE KERGOMARD LIMAY 78520
25872865800059,61.10Z,A,27 BOULEVARD DE LA CORDERIE LIMOGES 87000 BATIMENT D
03885797500015,81.10Z,A,23 RUE CHAUCHAT PARIS 75009 S REP PAR
17860231400670,84.11Z,A,6 RUE CLAUDE BERTHOLLET POITIERS 86000 ZI REPUBLIQUE 3
19830766200017,85.42Z,A,AV DE L UNIVERSITE LA GARDE 83130
20002849600020,42.99Z,A,MARSEILLETTE 11800 MAIRIE
03916740800010,81.10Z,A,34 RUE MOLIERE MONTREUIL 93100
03875522900010,81.10Z,A,1 RUE LEUCK MATHIEU PARIS 75020
30010498100042,90.03B,A,84 RUE MADAME MOLE VANNES 56000
26840064500019,88.99B,A,HOTEL DE VILLE LAMOTTE-DU-RHONE 84840
21680375900010,84.11Z,A,2 RUE D'ENSISHEIM WITTELSHEIM 68310
22470001300309,86.21Z,A,MAIRIE DURAS 47120
21840106500089,88.91A,A,PLACE MAX AUBERT SAINTE-CECILE-LES-VIGNES 84290 MAIRIE
21590220600147,85.20Z,A,5 RUE DE LA RESISTANCE FACHES-THUMESNIL 59155
26950084900014,88.99B,A,10 RUE DU 11 NOVEMBRE 1918 MONTMAGNY 95360
21470194800017,84.11Z,A,204 CHEMIN DE RONDE MOUSTIER 47800
30230072800052,68.20A,A,2 RUE JULES VERNE LE CROTOY 80550
21350333700023,85.20Z,A,2 BOULEVARD DE LA GARE LE THEIL-DE-BRETAGNE 35240
03877160600019,81.10Z,A,17 RUE MAL GALLIENI SAINT-GERMAIN-EN-LAYE 78100 I 78 ST GERMAIN EN L
21680287600047,85.10Z,A,2 RUE DE LA PISCINE ROUFFACH 68250
21770312300026,85.20Z,A,25 RUE DES CORMIERS MONTIGNY-SUR-LOING 77690
20006685000096,37.00Z,A,4 BOULEVARD DE VARENNES DORMANS 51700
26380189600014,88.99B,A,PLACE DE LA MAIRIE TIGNIEU-JAMEYZIEU 38230 MAIRIE
04008809800013,81.10Z,A,23 RUE GABRIEL PERI L'ARBRESLE 69210
03272376900017,81.10Z,A,AVENUE ARISTIDE BRIAND MERIGNAC 33700 RESID.FONTAINES D'ARLAC
03900291000014,81.10Z,A,30 RUE BOISSY D'ANGLAS PARIS 75008 RIS REP PAR
30011235600039,47.99A,A,2 LD LA ROUILLONNERIE VALLIERES-LES-GRANDES 41400
03872420900010,81.10Z,A,16 RUE MARTIN BERNARD PARIS 75013
04931779500018,81.10Z,A,5 RUE PAUL DOUMER ROYAN 17200 CABINET HOURY
03907813400010,81.10Z,A,6 RUE DU FAUBOURG POISSONNIERE PARIS 75010 75003PARIS REP PAR
21700363100025,85.20Z,A,13 GRAND RUE MONTIGNY-LES-VESOUL 70000
22770001000324,84.13Z,A,1 RUE DES RAGUINS VILLENOY 77124
03893573000010,81.10Z,A,83 RUE DU 11 NOVEMBRE 1918 MAISONS-ALFORT 94700 85
30070106700096,45.11Z,A,1 RUE DE LESTANDAU ANGLET 64600 ZAC MELVILLE LYNCH
26280284600010,88.99B,A,14 RUE EUGENE FETTU COMBRES 28480 MAIRIE
21380242400043,37.00Z,A,MONESTIER-DE-CLERMONT 38650 MAIRIE
05096006100013,81.10Z,A,32 AV DU GEN LECLERC LE MALESHERBOIS 45300
21840106500022,56.29B,A,PLACE MAX AUBERT SAINTE-CECILE-LES-VIGNES 84290 MAIRIE
21440155600029,85.20Z,A,13 PLACE DE L'EUROPE SAINT-COLOMBAN 44310
21530218300045,42.99Z,A,12 AVENUE DES SPORTS SAINTE-GEMMES-LE-ROBERT 53600 MAIRIE
08781337400011,81.10Z,A,4 RUE PLUCHE REIMS 51100
21570159000105,85.10Z,A,RUE DES FAISANS CREHANGE 57690 ECOL MATERNE LA BERGERIE
03937719700015,81.10Z,A,30 RUE ROTTEMBOURG PARIS 75012
19941111700534,72.20Z,A,80 AVENUE DU GENERAL DE GAULLE CRETEIL 94000 IMMEUBLE DE LA PYRAMIDE
20001256500061,85.20Z,A,LOTISSEMENT PONCET DUMBEA 98830 KATIRAMONA
21800583300031,85.20Z,A,RUE DU GENERAL DE GAULLE PENDE 80230 HAMEAU DE SALLENELLE
03870787300014,81.10Z,A,126 RUE LA FAYETTE PARIS 75010
03893616700014,81.10Z,A,38 RUE DE L'EST BOULOGNE-BILLANCOURT 92100 38-38B
21380370300031,42.99Z,A,50 RUE DU MARQUIS DE LA PORTE SAINT-BONNET-DE-CHAVAGNE 38840 MAIRIE
01491542500012,81.10Z,A,2 AVENUE DU PUY ESPALY-SAINT-MARCEL 43000
26630771900028,87.10A,A,4 RTE DE RIOM VOLVIC 63530
26020501800013,88.99B,A,MONTIGNY-LE-FRANC 02250 MAIRIE
21280294600039,36.00Z,A,RUE DE LA MAIRIE OYSONVILLE 28700 MAIRIE
21191500400041,85.20Z,A,RUES DES ECOLES NOAILHAC 19500
29510102600017,42.99Z,A,1 PL DE LA MAIRIE MARGNY 51210 MAIRIE
19974069700016,85.31Z,A,1 RUE JACQUOT SAINT-PAUL 97460
04386984100015,81.10Z,A,163 RUE LOUIS BLERIOT BOULOGNE-BILLANCOURT 92100
20008649400073,36.00Z,A,PL JEAN DE BONNEFON PUYCAPEL 15340 MAIRIE
30254308700027,72.19Z,A,2 RUE DE LA RECHERCHE VILLENEUVE-D'ASCQ 59491
04381887100014,81.10Z,A,64 RUE CATHERINE DE LA ROCHEFOUCAULD PARIS 75009 5017 PARIS REP PAR
21680224901243,85.20Z,A,21 RUE HENRI MATISSE MULHOUSE 68200
04388606800014,81.10Z,A,22 VILLA DE LA PREVOYANCE SAINT-OUEN-SUR-SEINE 93400
21820121800391,85.10Z,A,28 AVENUE CHARLES DE GAULLE MONTAUBAN 82000
17130120300450,84.23Z,A,LD CANAVAGGIO BORGO 20290 CTRE PENITENTIAIRE
22620001200228,88.99B,A,34 RUE ANNE FRANK SAINT-MARTIN-BOULOGNE 62280
21370084200015,84.11Z,A,32 RUE JEAN ET FRANCOIS TERTRAIN COUESMES 37330
19360044200019,85.31Z,A,2 RUE ROGER MOISAN CHABRIS 36210
13002059700030,85.42Z,A,AVENUE DU BOIS CHAUDAT KOUROU 97310
21440204200029,85.20Z,A,RUE DE HOMBERG THOUARE-SUR-LOIRE 44470
21710056900052,85.20Z,A,RUE DE L’EGLISE BRANGES 71500
30418534100043,68.20B,A,18 PLACE GABRIEL PERI HASPRES 59198
21250056501840,91.01Z,A,1 PLACE PIERRE DE COUBERTIN BESANCON 25000
03897762500011,81.10Z,A,70 RUE DE L'UNIVERSITE PARIS 75007 EP PAR SA HENRAT ET
17190431100197,84.12Z,A,2 RUE DUMYRAT BRIVE-LA-GAILLARDE 19100
26940048700089,87.30A,A,64 RUE PASTEUR VITRY-SUR-SEINE 94400
03272014600011,81.10Z,A,55 RUE HOCHE BORDEAUX 33200 RES HOCHE MARCEAU
30376563000502,73.11Z,A,11 RUE DU MARES VILLENEUVE-SUR-LOT 47300
26920046500145,88.91A,A,104 RUE SALVADOR ALLENDE NANTERRE 92000
21930001900326,85.10Z,A,31 AVENUE DU PRESIDENT ROOSEVELT AUBERVILLIERS 93300
01981527300016,81.10Z,A,69 AVENUE DES TUILIERES CAGNES-SUR-MER 06800 BAT B
03930788900012,81.10Z,A,198 RUE DE VAUGIRARD PARIS 75015
30245431900021,38.12Z,A,MONT SAINT SEBASTIEN SOIGNOLLES-EN-BRIE 77111
17210111500241,84.23Z,A,RUE DU PALAIS CHAUMONT 52000 BATIMENT B 2EME ETAGE
03923448900019,81.10Z,A,11 RUE MICHEL CHASLES PARIS 75012
26750004901401,87.30A,A,17 RUE RAMPAL PARIS 75019
21630567200018,84.11Z,A,SAINT-ROMAIN 63660 MAIRIE
21320132000032,85.10Z,A,CITE LA CROUTS FLEURANCE 32500
21640103400014,84.11Z,A,BEDEILLE 64460
21640227100037,85.20Z,A,29 RUE DE L EGLISE GABASTON 64160
30082118800020,94.99Z,A,82 RUE DE BONNEL LYON 69003
19211229000015,85.31Z,A,RUE DES BLANCHES FLEURS BEAUNE 21200
25380126000022,84.13Z,A,VLA GE PRUNIERES 38350 MAIRIE DE PRUNIERES
21840096800028,85.20Z,A,6 RUE DES ECOLES RASTEAU 84110
07220011600076,47.78A,A,33 AVENUE EDMOND MICHELET CHOLET 49300
21110076300104,85.20Z,A,9 RUE DE LA MISERICORDE CASTELNAUDARY 11400
21500502600301,42.99Z,A,PLACE GENERAL DE GAULLE SAINT-LO 50000 MAIRIE
03922343300010,81.10Z,A,88 RUE DE SEVRES PARIS 75007
13000836001334,84.11Z,A,38 COURS CLEMENCEAU ROUEN 76100
26261002500021,87.30A,A,164 AVENUE DE LA REPUBLIQUE LORIOL-SUR-DROME 26270
21350320400074,84.12Z,A,RUE SAINT-ELOI SAINT-UNIAC 35360 MAIRIE
21570147500018,84.11Z,A,6 RUE PRINCIPALE COIN-SUR-SEILLE 57420
13003135400017,84.12Z,A,8 AVENUE DU 6 JUIN CAEN 14000 CAF
21880094400017,84.11Z,A,1 PL GAL DE GAULLE CHATEL-SUR-MOSELLE 88330
21590198400025,85.20Z,A,RUE LA FONTAINE EPPE-SAUVAGE 59132
17590111501376,84.23Z,A,3 RUE DES TRIBUNAUX SAINT-OMER 62500
04383539600011,81.10Z,A,3 AVENUE JEAN JAURES L'ILE-SAINT-DENIS 93450
30116075000461,86.10Z,A,128 RUE DANTON RUEIL-MALMAISON 92500
03926051800012,81.10Z,A,15 AVENUE MAC-MAHON PARIS 75017 RIS REP PAR
21700324300037,36.00Z,A,MAILLEY-ET-CHAZELOT 70000 MAIRIE
21330138500075,85.10Z,A,34 RUE VICTOR HUGO COUTRAS 33230
21600340000019,84.11Z,A,15 RUE PRINCIPALE LALANDE-EN-SON 60590
26840048800014,88.99B,A,HOTEL DE VILLE CABRIERES D'AVIGNON 84220
21600354100036,36.00Z,A,GRANDE RUE LEGLANTIERS 60420 MAIRIE
22390001000404,86.21Z,A,6 RUE DES COMBETTES CHAMPAGNOLE 39300
26690213900010,88.99B,A,8 AVENUE DES ALPES MESSIMY 69510 MAIRIE
21950652400012,84.11Z,A,PLACE PIERRE SALVI VIARMES 95270
09647167700011,68.20B,A,1 RUE DE LA POSTE ASSAT 64510
03926832100013,81.10Z,A,1 RUE DE DUNKERQUE PARIS 75010
30041303600041,02.40Z,A,CHATEAU DE LAPREE QUIESTEDE 62120
21670127600026,85.20Z,A,2 RUE DE L'ECOLE ERGERSHEIM 67120
21150094700067,55.30Z,A,RUE DU ONZE JUIN 1944 LAROQUEBROU 15150
26020378100018,88.99B,A,7 RUE DE LA MAIRIE ITANCOURT 02240 MAIRIE
21860298500010,84.11Z,A,34 PLACE DE LA LIBERATION VOUNEUIL-SUR-VIENNE 86210
21250031800069,85.10Z,A,1 RUE DE FRANCHE-COMTE AUDINCOURT 25400
20004501100018,36.00Z,A,30 PLACE FOLGENSBOURG CAUNA 40500 MAIRIE
25410106600010,84.12Z,A,8 PLACE DE L’EGLISE BOURSAY 41270 MAIRIE
09938908200019,49.32Z,A,QUA HADOUME TSINGONI 97680
20000191500012,94.91Z,A,31 RUE DE VERDUN METZ 57000
29700043200015,42.99Z,A,PLACE DE L'EGLISE AUVET-ET-LA-CHAPELOTTE 70100 MAIRIE
21340032800075,85.10Z,A,12 RUE DU GENERAL CHANZY BEZIERS 34500
21050029400017,84.11Z,A,80 ROUTE DES ECRINS CHABOTTES 05260
03904237900014,81.10Z,A,96 RUE CHARDON-LAGACHE PARIS 75016
20005838600091,42.99Z,A,1 RUE DE LA MAIRIE MONTREVERD 85260 MAIRIE
21810004800386,85.20Z,A,RUE DES TROIS BUISSONS ALBI 81000 LA RENAUDIE
21760217600521,88.91A,A,35 RUE DE LA RADE DIEPPE 76200 ESPACE FRANCOISE DOLTO-RDC
03874162500016,81.10Z,A,5 RUE FRAGONARD PARIS 75017
17250111600955,84.23Z,A,60 AVENUE DE LA REPUBLIQUE LURE 70200
03895494700016,81.10Z,A,22 BOULEVARD CARNOT SAINT-DENIS 93200 R BESIN C MME BESIN
21600464800061,53.20Z,A,118 RUE DES CYTISES NOYERS-SAINT-MARTIN 60480
18630697300204,56.29B,A,25 RUE DE L'ECOLE NORMALE AURILLAC 15000
26540312100014,88.99B,A,5 RUE DE LA MAIRIE VIVIERS-SUR-CHIERS 54260 MAIRIE
26890125300016,88.99B,A,MAIRIE CHEVANNES 89240
21670249800017,84.11Z,A,KRAUTWILLER 67170
29750025800019,42.99Z,A,CITE CHAPTAL PARIS 75009
13001472300139,84.11Z,A,PLACE MARTIAL BRIGOULEIX TULLE 19000 CITE ADMINISTRATIVE JEAN MONTALAT
18340008400384,56.29B,A,PLACE GABRIEL PERI NIMES 30000
26910214100216,86.10Z,A,25 RESIDENCE LES HAUTES PLAINES LES ULIS 91940
21300070600019,84.11Z,A,PL DE L EGLISE CARSAN 30130
13002793100158,94.11Z,A,5 ESPACE PEGOT SAINT-GAUDENS 31800
21330239100023,85.20Z,A,14 LE BOURG LERM-ET-MUSSET 33840
21060018500024,85.20Z,A,3 PLACE SAINT ELOI BIOT 06410
06630815600018,47.11B,A,2 RUE DE L'ECOLE PRIMAIRE -LONGONI KOUNGOU 97600
30418048200032,68.20B,A,RUE GRANDE LA PALUD-SUR-VERDON 04120
21460155100010,84.11Z,A,LARNAGOL 46160
04350566800012,81.10Z,A,56 AVENUE DE MONTRAPON BESANCON 25000
26850074100015,88.99B,A,PLACE DE L'HOTEL DE VILLE CHANTONNAY 85110
20004988000020,84.12Z,A,11 RUE DE LA GARE PONTAILLER-SUR-SAONE 21270
30362664200027,65.12Z,A,50 RUE DU PRUNIER COLMAR 68000
30185352900131,41.20A,A,1 RUE DES PRAIRIES CHANTONNAY 85110 PARC D'ACTIVITES POLARIS SUD
29150344900014,42.99Z,A,RAULHAC 15800 MAIRIE
21080269000060,85.20Z,A,15 RUE PASTEUR MONTHERME 08800
26410003300317,88.91B,A,50 RUE FLORIMOND ROBERTET BLOIS 41000
01984054500016,81.10Z,A,CHEMIN DU CROUTON ANTIBES 06160
03937981300015,81.10Z,A,208 RUE DU FAUBOURG SAINT-DENIS PARIS 75010
26410024900129,88.10A,A,RES DE COURTOZE AZE 41100
21890085000023,85.10Z,A,RUE DES MARQUETTES CHARMOY 89400
21570177200026,85.20Z,A,183 RUE EDMOND ABOUT DIEUZE 57260
21540500200043,02.20Z,A,10 RUE DU MOULIN SELAINCOURT 54170
26130011500084,86.21Z,A,HAB ZAC DES PINS VITROLLES 13127
25630119300023,37.00Z,A,16 RUE DU 11 NOVEMBRE CELLES-SUR-DUROLLE 63250 MAIRIE
04387861000013,81.10Z,A,181 RUE DES PYRENEES PARIS 75020
13002597600064,85.42Z,A,AVENUE BERNARD HIRSCH CERGY 95000
13001044000274,84.12Z,A,12 RUE DE BORDEAUX VILLENEUVE-SUR-LOT 47300
21710546900027,85.20Z,A,TRAMBLY 71520 LE BOURG
26540038200049,87.30A,A,QUAI DE LA GLACIERE TOUL 54200
30380356300046,45.40Z,A,394 RUE DES FRERES THIBAULT DAMMARIE-LES-LYS 77190
26690008301135,86.10Z,A,9 RUE DES TEINTURIERS VILLEURBANNE 69100
21650315100062,42.99Z,A,MONLEON-MAGNOAC 65670 MAIRIE
21150125900041,36.00Z,A,MENTIERES 15100 MAIRIE
21020572000019,84.11Z,A,9 RUE DE CHAMPAGNE PASSY-SUR-MARNE 02850
20007529900012,87.10A,A,1 ALLEE DU PRE DU PUY LAGRAULIERE 19700
30024071000057,68.20A,A,4 RUE PIERRE EXPERT COLOMBES 92700 RESIDENCE LE COLLEGE NUMERO 402
03916578200010,81.10Z,A,24 RUE DES CLOS FRANCAIS MONTREUIL 93100 24 AU 30
03926009600019,81.10Z,A,5 RUE WASHINGTON PARIS 75008
21350310500016,84.11Z,A,2 PLACE DE L'EGLISE SAINT-SAUVEUR-DES-LANDES 35133
21440109300981,85.20Z,A,12 RUE DES DROITS DE L'HOMME NANTES 44100
26380455100020,88.99B,A,30 CHEMIN DE CHAVAGNANT CHEZENEUVE 38300 MAIRIE
21510317700014,84.11Z,A,MALMY 51800
30142062600063,47.71Z,A,29 PLACE JEAN MOULIN MOULINS 03000
26770761000015,88.99B,A,1 RUE GAMBETTA THORIGNY-SUR-MARNE 77400
29600900400015,42.99Z,A,RUE DE SANVIC PLESSIS-DE-ROYE 60310 MAIRIE
17740001700055,84.11Z,A,RUE VALLON THONON-LES-BAINS 74200
21370151900059,88.91A,A,LA MEMBROLLE-SUR-CHOISILLE 37390
17600431500436,84.12Z,A,449 RUE D'ORROIRE NOYON 60400
21860264700016,84.11Z,A,2 PLACE DE LA MAIRIE SOMMIERES-DU-CLAIN 86160
21160070500076,55.30Z,A,RUE DU COLLEGE CHABANAIS 16150 MAIRIE
03887927600012,81.10Z,A,60 AVENUE JEAN JAURES MEUDON 92190
01983322700010,81.10Z,A,17 AVENUE MARECHAL JUIN CANNES 06400
21180247500023,85.20Z,A,13 ROUTE DE SAINT JUST SAVIGNY-EN-SEPTAINE 18390
25180209600015,56.29B,A,PLACE GASTON GUILLEMAIN LE CHATELET 18170 MAIRIE
26510606200010,88.99B,A,21 RUE DU CHATEAU BOUCHY-SAINT-GENEST 51310 MAIRIE
21220213900136,42.99Z,A,1 RUE MATHURIN ROGER PLOUER-SUR-RANCE 22490 MAIRIE
13000657000076,84.13Z,A,100 AVENUE WINSTON CHURCHILL ARRAS 62000
26470120200014,88.99B,A,PL DE L HOTEL DE VILLE MEILHAN-SUR-GARONNE 47180 MAIRIE
30142732400019,01.49Z,A,VEYRIERES 15350
02405940400012,47.11B,A,50 RUE DE LA MOSQUEE BARAKANI MAMOUDZOU 97600
02731077000014,47.22Z,A,41 AVENUE HENRI-BARBUSSE AGEN 47000
09373381400011,47.89Z,A,PL DU MARCHE MAMOUDZOU 97600
26030383900146,86.10Z,A,1 BD MOUILLIERES BOURBON L'ARCHAMBAULT 03160
21380081600034,85.10Z,A,LES SOURCES CHARANTONNAY 38790
21060069800042,85.10Z,A,TRAVERSE MURAOUR GRASSE 06130
21920026800072,55.20Z,A,SAINT GUENOLE PENMARCH 29760
21250108400058,42.99Z,A,CERNAY L'EGLISE 25120 MAIRIE
21690259300484,85.20Z,A,12 AVENUE DE LA DIVISION LECLERC VENISSIEUX 69200
20001311800019,84.11Z,A,LA FOA 98880
07691069400017,68.20A,A,20 RTE DE LA REMISE LA PLAGNE TARENTAISE 73210
21500256900238,42.99Z,A,26 RUE DE PAIN D’AVAINE ISIGNY-LE-BUAT 50540 MAIRIE
21930070400406,88.91A,A,47 RUE DE LA REPUBLIQUE CHAUMONTEL 95270
20000091700027,87.10A,A,8 RUE DE TOURDELIN SAINT-THUAL 35190
21700279900146,55.30Z,A,RUE DE LA PLAGE GRAY 70100
21490054000045,85.20Z,A,AVENUE JEAN HOURTICQ CANDE 49440
30370843200016,46.73A,A,320 ROUTE DE LOUDREFING DIEUZE 57260
17340111800919,84.23Z,A,PLACE SAINT-GEORGES ESPALION 12500
17590431702159,84.12Z,A,58 RUE JACQUES PREVERT VILLENEUVE-D'ASCQ 59650 ECOLE JEAN MERMOZ
21750001624456,38.11Z,A,2 RUE DE JESSAINT PARIS 75018
01982187500010,81.10Z,A,34 AVENUE MARECHAL JUIN CANNES 06400
29770116100012,42.99Z,A,8 RUE D'OBSONVILLE ICHY 77890
03880230200018,81.10Z,A,21 RUE DE PENTHIEVRE SCEAUX 92330
26261109800126,86.10Z,A,VILLAGE NORD 2 SAINT RAMBERT D'ALBON 26140 BAT B  3EME ETAGE
00575038500055,43.99C,A,PL DE L'EGLISE ORAISON 04700
26330664900017,88.99B,A,RIONS 33410
21880310400031,85.20Z,A,200 RUE DU PERVIS MONTHUREUX-SUR-SAONE 88410
21380340600023,85.10Z,A,60 RUE NATIONALE LES ROCHES-DE-CONDRIEU 38370
21330183100011,84.11Z,A,6 RUE DE LA MAIRIE GAURIAGUET 33240
21210617300124,85.10Z,A,3 ALLEE JACQUES PREVERT TALANT 21240
20008210500475,86.10Z,A,20 VILLA COMPOINT PARIS 75017
21670299300033,02.20Z,A,3 ROUTE DU GUIRBADEN MOLLKIRCH 67190 MAIRIE
26390493000017,88.99B,A,MAIRIE SAINT-MAURICE-CRILLAT 39130
21600692400031,36.00Z,A,WELLES-PERENNES 60420 MAIRIE
21490269400048,36.00Z,A,31 RUE DU MARECHAL LECLERC SAINT-CHRISTOPHE-DU-BOIS 49280 MAIRIE
03928071400013,81.10Z,A,8 RUE NICOLAS CHUQUET PARIS 75017
30269593700045,64.19Z,A,24 RUE EUGENE DUCRETET MULHOUSE 68200
21620400800017,84.11Z,A,PLACE JEAN JAURES HAILLICOURT 62940
20005614100035,84.11Z,A,HOTEL DE VILLE TALLOIRES-MONTMIN 74210 MAIRIE
30430694700074,47.61Z,A,33 RUE LEON GAMBETTA TOULOUSE 31000
08587146500010,68.20B,A,48 RUE DES CARMES ORLEANS 45000
21430108700034,37.00Z,A,JULLIANGES 43500 MAIRIE
03886307200013,81.10Z,A,29 RUE PASTEUR MORET-LOING-ET-ORVANNE 77250
25020055700024,49.31Z,A,9 RUE SAINT-LAURENT CHAVONNE 02370 MAIRIE
03898750900015,81.10Z,A,18 RUE GUSTAVE COURBET PARIS 75016
04014437000018,81.10Z,A,74 COURS VITTON LYON 69006
21770402200011,84.11Z,A,PLACE DE L’EGLISE SAINT-BARTHELEMY 77320
17130431400189,84.12Z,A,46 RUE GILLIBERT MARSEILLE 13005
21940055300125,90.04Z,A,14 AVENUE WLADIMIR D'ORMESSON ORMESSON-SUR-MARNE 94490 14-22
03921343400010,81.10Z,A,7 RUE FABRE D'EGLANTINE PARIS 75012
03869709000017,81.10Z,A,73 QUAI D'ORSAY PARIS 75007
25360246000011,84.12Z,A,2 RUE DE L'EGLISE VICQ-SUR-NAHON 36600 MAIRIE
03932959400012,81.10Z,A,91 AVENUE FELIX FAURE PARIS 75015 RIS REP PAR
26800016300223,88.10B,A,1 RUE DE LA PECHERIE ROYE 80700
30337689100014,81.10Z,A,RUE DE LAUSSAT PAU 64000
20009910900015,36.00Z,A,1 PLACE DE LA REPUBLIQUE LANNEMEZAN 65300 MAIRIE DE LANNEMEZAN
21010451900041,85.10Z,A,96 LES GREFFETS VIRIAT 01440
03886552300013,81.10Z,A,6 RUE BOUTARD NEUILLY-SUR-SEINE 92200
20005207400016,42.99Z,A,18 RUE DU MOULIN KIRCHBERG 68290 MAIRIE
21320268200034,85.20Z,A,MONFERRAN-SAVES 32490
03897496000015,81.10Z,A,26 BOULEVARD JEAN JAURES BOULOGNE-BILLANCOURT 92100 RIS REP PAR
21580139000018,84.11Z,A,LANTY 58250
26400224700023,88.10A,A,MAIRIE ADMR PISSOS 40410
